gse_id,title,taxon,entrytype,n_ftp_files,ftp_error,ftp_files,interesting_files,has_de_keyword,known_active_paper_id,queries
GSE302997,JAX Study 8- RNA-seq of male KOLF2.2J hiPSC-derived trophoblast cell lines homozygous null for nine different transcription factors.,Homo sapiens,GSE,8,,GSE302997_study8_featureCounts.csv.gz;GSE302997_study8_genesCounts.csv.gz;GSE302997_study8_genesRawCounts.csv.gz;GSE302997_study8_genesTPM.csv.gz;GSE302997_study8_stats.csv.gz;GSE302997_study8_txCounts.csv.gz;GSE302997_study8_txRawCounts.csv.gz;GSE302997_study8_txTPM.csv.gz,GSE302997_study8_featureCounts.csv.gz;GSE302997_study8_genesCounts.csv.gz;GSE302997_study8_genesRawCounts.csv.gz;GSE302997_study8_txCounts.csv.gz;GSE302997_study8_txRawCounts.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE304165,Single-cell RNA-seq of femoral bone cells reveals cellular heterogeneity and molecular mechanisms of chronic intermittent hypoxia-induced bone growth impairment,Mus musculus,GSE,1,,GSE304165_SGS24070111_20240701959.rds,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE304315,Brain pericytes derived from human pluripotent stem cells retain vascular and phagocytic functions under hypoxia,Homo sapiens,GSE,2,,GSE304315_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE304599,KDM8 is a master regulator for hypoxia-induced metastatic heterogeneity in pancreatic cancer [Bulk RNA-Seq],Mus musculus,GSE,1,,GSE304599_Kdm8expr_count_110323.txt.gz,GSE304599_Kdm8expr_count_110323.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE304604,KDM8 is a master regulator for hypoxia-induced metastatic heterogeneity in pancreatic cancer [scRNA-Seq],Mus musculus,GSE,1,,GSE304604_combined_obj_updated_073125.RDS,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE304609,KDM8 is a master regulator for hypoxia-induced metastatic heterogeneity in pancreatic cancer [RNA-Seq],Mus musculus,GSE,1,,GSE304609_Kdm8KD_count_090522.txt.gz,GSE304609_Kdm8KD_count_090522.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE304622,KDM8 is a master regulator for hypoxia-induced metastatic heterogeneity in pancreatic cancer,Mus musculus,GSE,2,,GSE304622_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE305125,Molecular Signatures of Peripheral and Central Dental Pulp Subpopulations in Response to Streptococcus mutans: A Bulk RNA-Seq Analysis ,Homo sapiens,GSE,2,,GSE305125_VST_Counts_DonorEffectCorrected_bac_ctr_withoutGonosomen.txt.gz;GSE305125_counts_raw.txt.gz,GSE305125_VST_Counts_DonorEffectCorrected_bac_ctr_withoutGonosomen.txt.gz;GSE305125_counts_raw.txt.gz,False,False,"""hypoxia"" ""DESeq2"" ""GSE"" ""Homo sapiens"""
GSE307217,Activations of transposon elements are associated with onset of Fragile-X disorders,Homo sapiens,GSE,2,,GSE307217_rsem_tpm.txt.gz;GSE307217_star_counts.txt.gz,GSE307217_star_counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE307311,Hypoxia promotes BCMA loss and a suppressive secretome thereby hindering CAR T cell therapy in multiple myeloma,Homo sapiens,GSE,1,,GSE307311_rawFeatureCounts_allSamples.csv.gz,GSE307311_rawFeatureCounts_allSamples.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE307666,eIF3d and eIF3e mediate selective translational control of hypoxia that can be inhibited by small molecules,Homo sapiens,GSE,1,,GSE307666_salmon_counts.tsv.gz,GSE307666_salmon_counts.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE308360,Lactate promotes cholesterol uptake by facilitating SCARB1 expression through histone H3K18 lactylation,Homo sapiens,GSE,2,,GSE308360_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE310388,In situ multi-modal characterization of pancreatic cancer reveals tumor cell identity as a defining factor of the surrounding microenvironment. [RNA-Seq],Homo sapiens,GSE,2,,GSE310388_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE310492,ADH1C downregulation is a key hypoxia response in colon epithelium,Homo sapiens,GSE,2,,GSE310492_RNA_Seq_Ischemic_Colitis_normalized_counts.csv.gz;GSE310492_colonoid_hypoxia_gene_count.txt.gz,GSE310492_RNA_Seq_Ischemic_Colitis_normalized_counts.csv.gz;GSE310492_colonoid_hypoxia_gene_count.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE311117,Effect of CA3 overexpression on signalling pathways in different cell lines,Homo sapiens,GSE,1,,GSE311117_NCBI_counts.csv.gz,GSE311117_NCBI_counts.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE311482,IRF3 attenuates hypoxia signaling by retaining HIF-α in the cytoplasm,Homo sapiens,GSE,1,,GSE311482_FPKM_allsample.xlsx,GSE311482_FPKM_allsample.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE311800,Restores Epithelial Identity and Mitigates Lung Fibrosis,Homo sapiens,GSE,1,,GSE311800_DEG_Results_All_Comparisons.xlsx,GSE311800_DEG_Results_All_Comparisons.xlsx,True,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE313740,Transcriptomic and Epigenomic profiles analysis during human adaptation to simulated High-Altitude Hypoxia,Homo sapiens,GSE,1,,GSE313740_processed_dataxGEO_14dic25.xlsx,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE314728,KG1a phenotypic subsets under normoxia and hypoxia,Homo sapiens,GSE,1,,GSE314728_Processed_data_CP20122025.xlsx,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE315097,Lactylation of HIF-1α at K172 drives HIF1 complex assemble to promote hypoxia-induced immune evasion in esophageal squamous cell carcinoma [RNA-Seq],Homo sapiens,GSE,1,,GSE315097_gene_count_mat.txt.gz,GSE315097_gene_count_mat.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE315475,Mice with targeted deletion of the Vasoactive Intestinal Peptide (VIP) gene have spontaneous pulmonary arterial hypertension exaggerated with hypoxia,Mus musculus,GSE,1,,GSE315475_Normalized_Gene_counts_all_samples.csv.gz,GSE315475_Normalized_Gene_counts_all_samples.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE316455,Hypoxia-induced CD147-enriched migrasomes promote sorafenib resistance in HCC by inducing vasculogenic mimicry via PI3K/AKT/TWIST1 signaling,Homo sapiens,GSE,2,,GSE316455_FPKMs_allSamples.txt.gz;GSE316455_raw_counts_allSamples.txt.gz,GSE316455_FPKMs_allSamples.txt.gz;GSE316455_raw_counts_allSamples.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE316502,Transcriptomic Profiling of the Sex-linked Biological Pathways of Severe Pulmonary Arterial Hypertension associated with Endothelial Cell Caveolin-1 Depletion and Chronic Hypoxia,Mus musculus,GSE,2,,GSE316502_gene_count.txt.gz;GSE316502_gene_fpkm.txt.gz,GSE316502_gene_count.txt.gz;GSE316502_gene_fpkm.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE316557,Lactate-mediated cholesterol uptake promotes liver cancer progression through the SCARB1-autophagy axis,Homo sapiens,GSE,2,,GSE316557_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE318243,The role and mechanism of hypoxia-induced lncRNA in regulating ferroptosis in hepatocellular carcinoma,Homo sapiens,GSE,1,,GSE318243_Huh7_all_FPKM.tsv.gz,GSE318243_Huh7_all_FPKM.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE319526,Effect of HIF-1alpha and HIF-2alpha on hypoxic response in Panc1 cells,Homo sapiens,GSE,1,,GSE319526_combined_counts.tsv.gz,GSE319526_combined_counts.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE319951,Effect of pancreatic tumor interstitial fluid media on transcriptional responses in PDAC cells,Homo sapiens,GSE,2,,GSE319951_allreads.tsv.gz;GSE319951_reads_mat.tsv.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE320200,Effect of ARNT on hypoxic response in Panc1 cells,Homo sapiens,GSE,1,,GSE320200_combined_counts.tsv.gz,GSE320200_combined_counts.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE320497,Identifying the therapeutic potential of Niclosamide in overcoming IFN-gamma dependent cancer immune evasion in the Tumor Microenvironment,Mus musculus,GSE,1,,GSE320497_All_samples_gene_counts.txt.gz,GSE320497_All_samples_gene_counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE328461,Osteopontin links acquired resistance to hypoxia-inducing antiangiogenics with refractoriness to anti-PD-L1 agents in breast cancer,Mus musculus,GSE,1,,GSE328461_RAW_RNAseq_counts.tsv.gz,GSE328461_RAW_RNAseq_counts.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE328627,"Clinically approved HIF‑PHIs modulate redox metabolism, cell growth, and angiogenesis independent of HIF‑1α/HIF‑2α",Homo sapiens,GSE,5,,GSE328627_P8_FGvsWT_16_DEG_all.xls.gz;GSE328627_P8_MolivsWT_16_deg_all.xls.gz;GSE328627_WT_5vsWT_16_DEG_all.xls.gz;GSE328627_WT_FGvsWT_16_DEG_all.xls.gz;GSE328627_WT_MolivsWT_16_deg_all.xls.gz,GSE328627_P8_FGvsWT_16_DEG_all.xls.gz;GSE328627_P8_MolivsWT_16_deg_all.xls.gz;GSE328627_WT_5vsWT_16_DEG_all.xls.gz;GSE328627_WT_FGvsWT_16_DEG_all.xls.gz;GSE328627_WT_MolivsWT_16_deg_all.xls.gz,True,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE329678,Simvastatin Reprograms Lipid Metabolism in B16.F10 Melanoma Cells to Favor an Early Resistant Phenotype,Mus musculus,GSE,5,,GSE329678_SuppTable1_Diff_expression_analysis_Allgenes_B16.F10.csv.gz;GSE329678_SuppTable2_GO_KEGG_enrichment.csv.gz;GSE329678_SuppTable3_PPI_network.csv.gz;GSE329678_SuppTable4_aggressiveness_DEGs.csv.gz;GSE329678_SuppTable6_in_silico_analysis.csv.gz,GSE329678_SuppTable1_Diff_expression_analysis_Allgenes_B16.F10.csv.gz;GSE329678_SuppTable4_aggressiveness_DEGs.csv.gz,True,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
